occupation_id,title,slug,nco_code,category,jobs,employment_share,employment_share_group,employment_group_code,pay_monthly,pay_annual,pay_division_code,education,education_bucket,education_source_url,education_source_type,url
75310200,Dress Maker,dress-maker,75310200,Apparel,,0.027628865979381446,2.68,753,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4196
81530500,"Embroider, Machine",embroider-machine,81530500,Apparel,,0.002888888888888889,0.39,815,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4197
81530601,Embroidery Machine Operator (Zigzag Machine),embroidery-machine-operator-zigzag-machine,81530601,Apparel,,0.002888888888888889,0.39,815,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3443
33226011,Export Assistant,export-assistant,33226011,Apparel,,0.005084745762711864,0.3,332,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3444
33226001,Export Executive,export-executive,33226001,Apparel,,0.005084745762711864,0.3,332,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=5390
81530300,Eyelet Holing Machine Operator,eyelet-holing-machine-operator,81530300,Apparel,,0.002888888888888889,0.39,815,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4198
75430101,Fabric Checker,fabric-checker,75430101,Apparel,,0.00125,0.06,754,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3445
75434001,Factory Compliance Auditor,factory-compliance-auditor,75434001,Apparel,,0.00125,0.06,754,15350,184200,7,Completed 1st year of 3-year/ 4-years UG In relevant field or Previous NSQF qualification of Level 4.5,,https://www.nqr.gov.in/qualifications/10966,NQR eligibility criteria,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=5763
21630501,Fashion Designer,fashion-designer,21630501,Apparel,,0.002857142857142857,0.12,216,35776,429312,2,12th In relevant field or 3 year Diploma after 10th In relevant field or Previous NSQF qualification of Level 4 or Diploma Completed,Higher secondary (12th),https://www.nqr.gov.in/qualifications/12769,NQR eligibility criteria,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3446
75321401,Finisher,finisher,75321401,Apparel,,0.027628865979381446,2.68,753,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6810
75320500,"Frame Maker, Cap",frame-maker-cap,75320500,Apparel,,0.027628865979381446,2.68,753,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4199
81530701,Framer-Computerized Embroidery Machine,framer-computerized-embroidery-machine,81530701,Apparel,,0.002888888888888889,0.39,815,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3447
75320901,Garment Cutter,garment-cutter,75320901,Apparel,,0.027628865979381446,2.68,753,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3448
75330201,"Hand Embroider, General",hand-embroider-general,75330201,Apparel,,0.027628865979381446,2.68,753,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3449
75330211,Hand Embroiderer (Addawala),hand-embroiderer-addawala,75330211,Apparel,,0.027628865979381446,2.68,753,15350,184200,7,Ability to read and write N.A.,,https://www.nqr.gov.in/qualifications/10421,NQR eligibility criteria,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6823
75330300,"Hand Embroiderer, Zari",hand-embroiderer-zari,75330300,Apparel,,0.027628865979381446,2.68,753,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4200
75310700,"Hat Maker, General",hat-maker-general,75310700,Apparel,,0.027628865979381446,2.68,753,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4201
75430302,In-Line Checker,in-line-checker,75430302,Apparel,,0.00125,0.06,754,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3450
21410301,Industrial Engineer Executive,industrial-engineer-executive,21410301,Apparel,,0.002211538461538462,0.23,214,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=5127
75320903,Layerman,layerman,75320903,Apparel,,0.027628865979381446,2.68,753,15350,184200,7,Ability to read and write Completed,,https://www.nqr.gov.in/qualifications/10448,NQR eligibility criteria,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3451
31223552,Line Supervisor Stitching,line-supervisor-stitching,31223552,Apparel,,0.0045000000000000005,0.45,312,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6811
75320600,Master Cutter (Garment),master-cutter-garment,75320600,Apparel,,0.027628865979381446,2.68,753,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4202
75340500,Mattress Maker (Spring),mattress-maker-spring,75340500,Apparel,,0.027628865979381446,2.68,753,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4203
75430301,Measurement Checker,measurement-checker,75430301,Apparel,,0.00125,0.06,754,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3452
72331801,"Mechanic, Sewing Machine",mechanic-sewing-machine,72331801,Apparel,,0.01417910447761194,0.95,723,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4204
33230102,Merchandiser,merchandiser,33230102,Apparel,,0.005084745762711864,0.3,332,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3453
33230105,Merchandiser - Made-Ups &amp; Home Furnishing,merchandiser-made-ups-amp-home-furnishing,33230105,Apparel,,0.005084745762711864,0.3,332,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6812
21630511,Online Sample Designer,online-sample-designer,21630511,Apparel,,0.002857142857142857,0.12,216,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6813
93210107,Packer,packer,93210107,Apparel,,0.075,1.65,932,10667,128004,9,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6814
75320111,Pattern Master,pattern-master,75320111,Apparel,,0.027628865979381446,2.68,753,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6815
81570401,Pressman,pressman,81570401,Apparel,,0.002888888888888889,0.39,815,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3454
31223553,Processing Supervisor (Dyeing &amp; Printing),processing-supervisor-dyeing-amp-printing,31223553,Apparel,,0.0045000000000000005,0.45,312,24199,290388,3,12th Passed or UG 2nd year Completed or Previous NSQF qualification of Level 4,Higher secondary (12th),https://www.nqr.gov.in/qualifications/13154,NQR eligibility criteria,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6816
31223551,Production Supervisor-Sewing,production-supervisor-sewing,31223551,Apparel,,0.0045000000000000005,0.45,312,24199,290388,3,Diploma In relevant field or UG In relevant field or 12th In relevant field or Previous NSQF qualification of Level 4,Higher secondary (12th),https://www.nqr.gov.in/qualifications/12774,NQR eligibility criteria,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=5297
72310102,AC Specialist,ac-specialist,72310102,Automotive,,0.01417910447761194,0.95,723,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3459
33220803,Accessories and VAS Sales Executive,accessories-and-vas-sales-executive,33220803,Automotive,,0.005084745762711864,0.3,332,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6401
93290701,Accessory Fitter,accessory-fitter,93290701,Automotive,,0.075,1.65,932,10667,128004,9,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3460
83220301,Ambulance Driver,ambulance-driver,83220301,Automotive,,0.2581818181818182,2.84,832,15906,190872,8,10th Passed or 11th Passed or Previous NSQF qualification of Level 3,Secondary (10th),https://www.nqr.gov.in/qualifications/13216,NQR eligibility criteria,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3461
33220801,Area Manager (Auto Components),area-manager-auto-components,33220801,Automotive,,0.005084745762711864,0.3,332,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3462
52220101,Area Parts Manager,area-parts-manager,52220101,Automotive,,0.7444444444444445,6.7,522,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3463
12130201,Area Service Manager,area-service-manager,12130201,Automotive,,0.02733333333333333,0.41,121,42993,515916,1,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3464
52420101,Area Technical Lead,area-technical-lead,52420101,Automotive,,0.016578947368421054,0.63,524,14628,175536,5,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3465
82111200,"Assembler, Automobile",assembler-automobile,82111200,Automotive,,0.0010526315789473684,0.08,821,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=5996
82111300,"Assembler, Motor Cycle",assembler-motor-cycle,82111300,Automotive,,0.0010526315789473684,0.08,821,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=5997
72230401,Assembly Line Machine Setter,assembly-line-machine-setter,72230401,Automotive,,0.00217948717948718,0.17,722,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3466
31220601,Assembly Line Supervisor,assembly-line-supervisor,31220601,Automotive,,0.0045000000000000005,0.45,312,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3467
71320203,Auto Body Painting Technician L3,auto-body-painting-technician-l3,71320203,Automotive,,0.037,0.74,713,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3469
71320204,Auto Body Painting Technician L4,auto-body-painting-technician-l4,71320204,Automotive,,0.037,0.74,713,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3470
72130301,Auto Body Repair Technician/Denter Level 3,auto-body-repair-technician-denter-level-3,72130301,Automotive,,0.008490566037735849,0.45,721,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3479
72130302,Auto Body Repair Technician/Denter Level 4,auto-body-repair-technician-denter-level-4,72130302,Automotive,,0.008490566037735849,0.45,721,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3480
31391501,Auto Component Assembly Fitter,auto-component-assembly-fitter,31391501,Automotive,,0.0012195121951219512,0.1,313,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3471
72130201,Auto Engine Repair Technician,auto-engine-repair-technician,72130201,Automotive,,0.008490566037735849,0.45,721,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3472
83210101,Auto Rickshaw Driver,auto-rickshaw-driver,83210101,Automotive,,0.2581818181818182,2.84,832,15906,190872,8,8th Passed or 5th Passed or Ability to read and write In relevant field,Up to middle,https://www.nqr.gov.in/qualifications/12166,NQR eligibility criteria,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3473
72310501,Auto Service Technician (Two and Three Wheeler),auto-service-technician-two-and-three-wheeler,72310501,Automotive,,0.01417910447761194,0.95,723,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3474
72310108,Auto Service Technician Level 3,auto-service-technician-level-3,72310108,Automotive,,0.01417910447761194,0.95,723,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3475
72310107,Auto Service Technician Level 4,auto-service-technician-level-4,72310107,Automotive,,0.01417910447761194,0.95,723,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3476
31150601,Auto Service Technician Level 5,auto-service-technician-level-5,31150601,Automotive,,0.0010576923076923077,0.11,311,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3477
31150602,Auto Service Technician Level 6,auto-service-technician-level-6,31150602,Automotive,,0.0010576923076923077,0.11,311,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3478
74120101,Automation Specialist,automation-specialist,74120101,Automotive,,0.015,0.69,741,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3481
21440800,Automobile Designer,automobile-designer,21440800,Automotive,,0.002211538461538462,0.23,214,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4220
74120701,Automotive Electrician,automotive-electrician,74120701,Automotive,,0.015,0.69,741,15350,184200,7,10th Passed or 11th Passed or 12th Passed or Previous NSQF qualification of Level 2.5,Secondary (10th),https://www.nqr.gov.in/qualifications/11208,NQR eligibility criteria,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3482
71320901,Automotive Paint Shop Assistant,automotive-paint-shop-assistant,71320901,Automotive,,0.037,0.74,713,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3483
33221204,Automotive Sales Lead (Retail),automotive-sales-lead-retail,33221204,Automotive,,0.005084745762711864,0.3,332,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=6824
75220600,"Body Builder, Automobile",body-builder-automobile,75220600,Automotive,,0.005813953488372093,0.25,752,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=5746
75220800,"Body Builder, Other Vehicles",body-builder-other-vehicles,75220800,Automotive,,0.005813953488372093,0.25,752,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=5748
31150104,Body Shop In-Charge,body-shop-in-charge,31150104,Automotive,,0.0010576923076923077,0.11,311,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3484
72310103,Body Technician Level 3,body-technician-level-3,72310103,Automotive,,0.01417910447761194,0.95,723,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3485
72310104,Body Technician Level 4,body-technician-level-4,72310104,Automotive,,0.01417910447761194,0.95,723,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3486
72310105,Brake Specialist,brake-specialist,72310105,Automotive,,0.01417910447761194,0.95,723,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3487
72120500,Brazer,brazer,72120500,Automotive,,0.008490566037735849,0.45,721,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4221
72235003,CNC Operator,cnc-operator,72235003,Automotive,,0.00217948717948718,0.17,722,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3496
72235002,CNC Operator or Machining Technician Level 3,cnc-operator-or-machining-technician-level-3,72235002,Automotive,,0.00217948717948718,0.17,722,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3495
31224401,Casting Line In-charge,casting-line-in-charge,31224401,Automotive,,0.0045000000000000005,0.45,312,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3488
31224402,Casting Line Supervisor,casting-line-supervisor,31224402,Automotive,,0.0045000000000000005,0.45,312,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3489
72110201,Casting Techician Sand Moulding,casting-techician-sand-moulding,72110201,Automotive,,0.008490566037735849,0.45,721,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3491
81213801,Casting Technician L3,casting-technician-l3,81213801,Automotive,,0.0027083333333333334,0.13,812,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3468
81213301,Casting or Foundry Assistant/Helper,casting-or-foundry-assistant-helper,81213301,Automotive,,0.0027083333333333334,0.13,812,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3490
83220102,Chauffeur,chauffeur,83220102,Automotive,,0.2581818181818182,2.84,832,15906,190872,8,12th Passed or 10th Passed or Previous NSQF qualification of Level 3,Secondary (10th),https://www.nqr.gov.in/qualifications/13232,NQR eligibility criteria,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3493
83220101,Chauffeur Level 5,chauffeur-level-5,83220101,Automotive,,0.2581818181818182,2.84,832,15906,190872,8,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=3492
72310900,Cleaner Motor Vehicle,cleaner-motor-vehicle,72310900,Automotive,,0.01417910447761194,0.95,723,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4222
